customerID,Evasao,Genero,Idoso,customer.Partner,customer.Dependents,Meses_como_cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Faturamento_Mensal,Faturamento_Total,Contas_Diarias
4627-MIHJH,,Female,1,,,69,,,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),110.25,7467.55,3.675
4628-CTTLA,,Male,0,,,57,,,DSL,No,Yes,No,No,Yes,No,Month-to-month,,Electronic check,39.3,2111.45,1.3099999999999998
4628-WQCQQ,,Male,0,,,35,,,Fiber optic,No,No,Yes,No,Yes,No,One year,,Electronic check,85.15,3030.6,2.8383333333333334
4629-NRXKX,,Female,0,,,2,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.4,147.15,2.3466666666666667
4631-OACRM,,Male,1,,,15,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,79.4,1156.1,2.646666666666667
4632-PAOYU,,Male,0,,,22,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.95,433.5,0.6649999999999999
4632-XJMEX,,Male,0,,,53,,,DSL,Yes,Yes,No,Yes,No,No,One year,,Credit card (automatic),62.85,3419.5,2.095
4633-MKHYU,,Female,0,,,9,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Mailed check,88.4,788.6,2.9466666666666668
4634-JLRJT,,Female,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.35,20.35,0.6783333333333333
4635-EJYPD,,Male,0,,,32,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,18.95,613.95,0.6316666666666666
4636-JGAAI,,Male,0,,,34,,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,,Mailed check,88.85,3000.25,2.9616666666666664
4636-OLWOE,,Male,0,,,54,,,DSL,No,Yes,Yes,Yes,No,No,One year,,Electronic check,61.0,3283.05,2.033333333333333
4636-QRJKY,,Female,0,,,6,,,Fiber optic,No,No,No,Yes,No,No,Month-to-month,,Electronic check,80.5,502.85,2.683333333333333
4636-TVXVG,,Male,0,,,62,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.95,1244.8,0.6649999999999999
4640-UHDOS,,Female,0,,,13,,,DSL,No,No,No,No,No,Yes,Month-to-month,,Electronic check,55.95,734.35,1.865
4641-FROLU,,Female,0,,,30,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.3,602.9,0.6433333333333333
4644-OBGFZ,,Male,0,,,55,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.5,1026.35,0.65
4644-PIZRT,,Male,0,,,17,,,DSL,Yes,No,Yes,No,Yes,No,One year,,Bank transfer (automatic),70.35,1201.65,2.3449999999999998
4646-QZXTF,,Female,0,,,7,,,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,,Bank transfer (automatic),81.25,580.1,2.7083333333333335
4647-MUZON,,Female,0,,,18,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Credit card (automatic),95.95,1745.5,3.1983333333333333
4647-XXZAM,,Female,0,,,6,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,45.5,285.2,1.5166666666666666
4648-YPBTM,,Male,0,,,53,,,DSL,No,Yes,Yes,Yes,No,Yes,Two year,,Bank transfer (automatic),73.9,3958.25,2.4633333333333334
4652-NNHNY,,Male,0,,,16,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),73.85,1284.2,2.4616666666666664
4652-ODEVH,,Male,0,,,45,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,24.45,1088.25,0.815
4654-DLAMQ,,Female,1,,,64,,,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,,Bank transfer (automatic),97.0,6430.9,3.2333333333333334
4654-GGUII,,Female,0,,,18,,,DSL,Yes,Yes,No,Yes,No,No,One year,,Mailed check,40.2,711.95,1.34
4654-ULTTN,,Male,0,,,70,,,DSL,Yes,No,Yes,Yes,No,Yes,Two year,,Credit card (automatic),74.8,5315.8,2.493333333333333
4656-CAURT,,Male,0,,,69,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),23.95,1713.1,0.7983333333333333
4657-FWVFY,,Female,0,,,40,,,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,,Credit card (automatic),96.35,3915.4,3.2116666666666664
4658-HCOHW,,Female,0,,,21,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,,Electronic check,102.8,2110.15,3.4266666666666667
4659-NZRUF,,Female,0,,,19,,,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,,Electronic check,95.15,1789.25,3.171666666666667
4660-IRIBM,,Male,0,,,18,,,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,,Mailed check,87.9,1500.5,2.93
4661-NJEUX,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.05,20.05,0.6683333333333333
4662-EKDPQ,,Male,0,,,2,,,DSL,No,No,No,No,No,Yes,Month-to-month,,Bank transfer (automatic),62.05,118.3,2.0683333333333334
4664-NJCMS,,Female,0,,,33,,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),59.55,2016.3,1.9849999999999999
4667-OHGKG,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.3,19.3,0.6433333333333333
4667-QONEA,,Female,1,,,60,,,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,,Credit card (automatic),74.85,4456.35,2.4949999999999997
4670-TABXH,,Male,0,,,72,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),109.75,7758.9,3.658333333333333
4671-LXRDQ,,Male,0,,,2,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,45.0,96.45,1.5
4671-VJLCL,,Female,0,,,63,,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,,Credit card (automatic),79.85,4861.45,2.6616666666666666
4672-FOTSD,,Male,0,,,12,,,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,,Electronic check,67.25,832.3,2.2416666666666667
4673-KKSLS,,Female,0,,,31,,,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,,Electronic check,87.6,2724.25,2.92
4674-HGNUA,,Male,0,,,71,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),89.9,6457.15,2.996666666666667
4674-LRJIC,,Female,0,,,1,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,94.4,94.4,3.146666666666667
4676-MQUEA,,Male,1,,,50,,,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,,Bank transfer (automatic),101.9,5265.5,3.396666666666667
4676-WLUHT,,Male,0,,,54,,,DSL,Yes,Yes,No,No,No,Yes,Two year,,Bank transfer (automatic),46.2,2431.95,1.54
4678-DVQEO,,Female,0,,,1,,,DSL,No,No,No,Yes,No,No,Month-to-month,,Electronic check,52.2,52.2,1.74
4680-KUTAJ,,Female,1,,,11,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Electronic check,55.6,580.8,1.8533333333333333
4682-BLBUC,,Male,0,,,44,,,DSL,No,Yes,Yes,Yes,Yes,No,One year,,Electronic check,70.95,3250.45,2.365
4683-WYDOU,,Male,0,,,62,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),107.6,6912.7,3.5866666666666664
4685-ERGHK,,Male,0,,,57,,,Fiber optic,No,No,No,No,Yes,No,One year,,Electronic check,86.9,4939.25,2.896666666666667
4685-TFLLS,,Male,0,,,18,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.8,342.3,0.66
4686-GEFRM,,Male,0,,,70,,,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,,Bank transfer (automatic),98.7,6858.9,3.29
4686-UXDML,,Female,0,,,21,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Credit card (automatic),99.85,1992.55,3.328333333333333
4690-LLKUA,,Male,1,,,17,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,45.05,770.6,1.5016666666666665
4690-PKDQG,,Female,1,,,42,,,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,,Electronic check,95.55,3930.6,3.185
4691-NEWPF,,Male,0,,,11,,,DSL,No,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),45.9,521.9,1.53
4692-NNQRU,,Female,0,,,21,,,Fiber optic,No,No,Yes,Yes,No,No,One year,,Electronic check,79.2,1742.45,2.64
4693-VWVBO,,Female,0,,,3,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,19.55,61.05,0.6516666666666667
4694-PHWFW,,Female,0,,,8,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.95,170.9,0.6649999999999999
4695-VADHF,,Male,0,,,18,,,DSL,No,No,Yes,No,No,Yes,Month-to-month,,Electronic check,57.45,990.85,1.915
4695-WJZUE,,Female,1,,,2,,,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,,Electronic check,88.55,179.25,2.9516666666666667
4697-LUPSU,,Male,0,,,2,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.2,34.75,0.6733333333333333
4698-KVLLG,,Female,1,,,51,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.6,967.9,0.6533333333333334
4700-UBQMV,,Male,0,,,21,,,DSL,Yes,No,No,No,Yes,Yes,One year,,Bank transfer (automatic),75.9,1549.75,2.5300000000000002
4701-AHWMW,,Male,0,,,55,,,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,,Bank transfer (automatic),54.55,2978.3,1.8183333333333331
4701-LKOZD,,Female,0,,,70,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),89.75,6367.2,2.9916666666666667
4701-MLJPN,,Male,0,,,31,,,DSL,No,No,Yes,Yes,No,No,Month-to-month,,Electronic check,55.25,1715.65,1.8416666666666666
4702-HDRKD,,Male,0,,,67,,,DSL,Yes,No,Yes,Yes,Yes,No,One year,,Bank transfer (automatic),49.35,3321.35,1.645
4702-IOQDC,,Female,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.1,70.1,2.3366666666666664
4703-MQYKT,,Male,0,,,21,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.6,390.4,0.6533333333333334
4704-ERYFC,,Female,0,,,22,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.25,1554,2.308333333333333
4706-AXVKM,,Female,1,,,11,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Credit card (automatic),84.8,906.85,2.8266666666666667
4706-DGAHW,,Male,1,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,45.2,45.2,1.5066666666666668
4707-MAXGU,,Male,0,,,72,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),25.85,1872.2,0.8616666666666667
4707-YNOQA,,Female,0,,,34,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),25.6,917.15,0.8533333333333334
4709-LKHYG,,Female,0,,,29,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Electronic check,20.0,540.05,0.6666666666666666
4710-FDUIZ,,Male,0,,,56,,,Fiber optic,No,Yes,No,No,Yes,Yes,One year,,Credit card (automatic),100.3,5614.45,3.3433333333333333
4710-NKCAW,,Male,0,,,5,,,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,,Credit card (automatic),64.4,316.9,2.146666666666667
4712-AUQZO,,Male,0,,,18,,,DSL,Yes,No,Yes,No,No,No,Month-to-month,,Mailed check,33.6,550.35,1.12
4712-UYOOI,,Female,0,,,20,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,20.0,417.65,0.6666666666666666
4713-LZDRV,,Female,1,,,2,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,79.6,195.05,2.6533333333333333
4713-ZBURT,,Male,0,,,45,,,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,,Bank transfer (automatic),99.7,4634.35,3.3233333333333333
4716-HHKQH,,Male,1,,,20,,,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,,Electronic check,107.05,2172.05,3.5683333333333334
4716-MRVEN,,Female,0,,,29,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.0,599.3,0.6666666666666666
4717-GHADL,,Female,0,,,50,,,DSL,No,Yes,No,Yes,Yes,Yes,Two year,,Mailed check,79.6,4024.2,2.6533333333333333
4718-DHSMV,,Female,0,,,11,,,DSL,No,No,No,No,Yes,No,Month-to-month,,Mailed check,35.8,363.15,1.1933333333333331
4718-WXBGI,,Male,0,,,72,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),91.95,6614.9,3.065
4719-UMSIY,,Male,0,,,6,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.65,100.9,0.6549999999999999
4720-VSTSI,,Female,0,,,44,,,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,,Bank transfer (automatic),84.8,3862.55,2.8266666666666667
4723-BEGSG,,Male,0,,,72,,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),86.65,6094.25,2.8883333333333336
4724-WXVWF,,Male,0,,,48,,,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,,Electronic check,95.4,4445.3,3.18
4726-DLWQN,,Male,1,,,50,,,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,,Bank transfer (automatic),70.35,3454.6,2.3449999999999998
4727-MCYZG,,Male,0,,,1,,,DSL,No,No,No,No,No,Yes,Month-to-month,,Mailed check,55.55,55.55,1.8516666666666666
4729-XKASR,,Male,0,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,24.75,24.75,0.825
4730-AWNAU,,Male,0,,,36,,,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,,Credit card (automatic),60.7,2234.55,2.0233333333333334
4732-RRJZC,,Male,0,,,7,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.25,144.35,0.675
4735-ASGMA,,Male,0,,,26,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,98.35,2515.3,3.2783333333333333
4735-BJKOU,,Female,0,,,40,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,20.15,804.85,0.6716666666666666
4737-AQCPU,,Male,0,,,72,,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,,Credit card (automatic),72.1,5016.65,2.4033333333333333
4737-HOBAX,,Male,0,,,63,,,DSL,No,No,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),79.8,5034.05,2.6599999999999997
4741-WWJQZ,,Female,0,,,2,,,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,,Electronic check,80.15,194.55,2.671666666666667
4742-DRORA,,Male,0,,,60,,,Fiber optic,Yes,No,Yes,No,Yes,No,One year,,Bank transfer (automatic),95.4,5812,3.18
4742-TXUEX,,Female,0,,,47,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),19.3,890.5,0.6433333333333333
4745-LSPLO,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.5,20.5,0.6833333333333333
4747-LCAQL,,Male,0,,,25,,,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,,Mailed check,79.0,1902,2.6333333333333333
4749-OJKQU,,Female,0,,,4,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,75.65,302.35,2.521666666666667
4749-VFKVB,,Female,0,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,50.1,50.1,1.6700000000000002
4750-UKWJK,,Female,1,,,37,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.6,727.8,0.6533333333333334
4750-ZRXIU,,Female,1,,,4,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,84.6,360.1,2.82
4751-ERMAN,,Male,0,,,72,,,DSL,No,Yes,Yes,No,Yes,Yes,Two year,,Bank transfer (automatic),75.4,5480.25,2.5133333333333336
4753-PADAS,,Female,0,,,67,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Bank transfer (automatic),105.7,6816.95,3.5233333333333334
4759-PXTAN,,Female,0,,,59,,,DSL,No,Yes,No,Yes,Yes,Yes,One year,,Electronic check,80.1,4693.2,2.67
4759-TRPLW,,Male,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.4,70.4,2.3466666666666667
4760-THGOT,,Female,0,,,43,,,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,,Electronic check,94.1,4107.3,3.1366666666666663
4760-XOHVN,,Female,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.45,19.45,0.6483333333333333
4762-XTUEC,,Female,0,,,67,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,,Credit card (automatic),109.7,7344.45,3.6566666666666667
4763-PGDPO,,Female,0,,,4,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.4,281,2.3466666666666667
4765-OXPPD,,Female,0,,,9,,,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,,Mailed check,65.0,663.05,2.1666666666666665
4767-HZZHQ,,Male,0,,,30,,,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,,Bank transfer (automatic),82.05,2570.2,2.735
4770-QAZXN,,Female,0,,,13,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),19.45,232.1,0.6483333333333333
4770-UEZOX,,Male,0,,,2,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,74.75,144.8,2.4916666666666667
4774-HHGGS,,Male,0,,,30,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.05,637.55,0.635
4776-XSKYQ,,Female,0,,,12,,,DSL,No,No,No,Yes,No,No,One year,,Credit card (automatic),30.25,368.85,1.0083333333333333
4778-IZARL,,Male,0,,,63,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),110.1,6705.7,3.67
4779-ZGICK,,Male,0,,,48,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,23.55,1173.35,0.785
4781-ZXYGU,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Bank transfer (automatic),20.15,20.15,0.6716666666666666
4782-OSFXZ,,Female,1,,,71,,,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,,Bank transfer (automatic),82.7,5831.2,2.756666666666667
4785-FCIFB,,Female,0,,,61,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,24.4,1417.9,0.8133333333333332
4785-NKHCX,,Male,1,,,5,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Bank transfer (automatic),20.05,94.15,0.6683333333333333
4785-QRJHC,,Male,1,,,46,,,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,,Bank transfer (automatic),59.9,2816.65,1.9966666666666666
4786-UKSNZ,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.2,20.2,0.6733333333333333
4789-KWMXN,,Male,0,,,47,,,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,,Credit card (automatic),110.85,5275.8,3.695
4791-QRGMF,,Male,0,,,59,,,Fiber optic,No,No,Yes,No,Yes,Yes,One year,,Bank transfer (automatic),99.5,5961.1,3.316666666666667
4795-KTRTH,,Female,1,,,5,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,81.0,371.65,2.7
4795-UXVCJ,,Male,0,,,26,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),19.8,457.3,0.66
4795-WRNVT,,Female,0,,,40,,,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,,Mailed check,65.1,2586,2.17
4797-AXPXK,,Female,0,,,1,,,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,,Electronic check,60.0,60,2.0
4797-MIWUM,,Male,0,,,7,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Bank transfer (automatic),20.25,174.7,0.675
4800-CZMPC,,Female,0,,,48,,,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,,Credit card (automatic),103.25,5037.55,3.441666666666667
4800-VHZKI,,Female,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.9,19.9,0.6633333333333333
4801-JZAZL,,Female,0,,,11,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Electronic check,29.6,346.45,0.9866666666666667
4801-KFYKL,,Male,0,,,8,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Bank transfer (automatic),19.45,159.2,0.6483333333333333
